"","mean","sd","max","min"
"ADRA1A",0.071120938655348,0.10335467280751,0.925333677,-0.32690126
"ADRA1B",0.0598668824448217,0.0840695745705403,0.409168527,-0.328368541
"ADRA1D",0.0808636958191851,0.111738218442012,0.518003244,-0.389036845
"ADRA2A",0.0209056144091681,0.115775088301141,0.46914329,-0.456268717
"ADRA2B",-0.0790765270670628,0.11619503665743,0.370392724,-0.592357356
"ADRA2C",0.0183206734524618,0.0970013483174156,0.441475071,-0.297742803
"ADRB1",0.123463027421902,0.0979950778953114,0.495689892,-0.282901587
"ADRB2",0.0311618167359932,0.121734048491233,0.567236923,-0.626008881
"ADRB3",0.0093369327860781,0.0893856260139943,0.413125139,-0.739464967
"ADRM1",-0.333886599281834,0.236471006523603,0.428091688,-1.546873828
"ADSL",-0.894060883714771,0.569375999010136,0.295582997,-3.013443775
"ADSS1",0.0546639108667233,0.147153398386577,0.622800539,-0.747378901
"ADSS2",-0.58309239865365,0.338919658044945,0.399206057,-2.17037951
"ADTRP",0.136482827951613,0.118089380194321,0.629396972,-0.558310215
"AEBP1",-0.0758970684736842,0.115207448347585,0.529765973,-0.560858335
"AEBP2",0.0198577477156197,0.116352282905201,0.430276422,-0.511375414
"AEN",0.043480141401528,0.102355604653543,0.42014464,-0.355852695
"AFAP1",0.103537490625637,0.091817318787439,0.612616706,-0.282280336
"AFAP1L1",0.0413528922843803,0.117917719884351,0.745115357,-0.534890545
"AFAP1L2",0.0820958110933786,0.10405426631616,0.626491502,-0.3168918
"AFDN",0.0215801516926995,0.169629613390723,0.658485375,-1.030027828
"AFF1",-0.0166304351154499,0.136030346544701,0.507225154,-0.626817667
"AFF2",0.0729454794159592,0.11908828725838,0.538971512,-1.067736732
"AFF3",-0.151059834055178,0.135843596119765,0.296980519,-0.907909708
"AFF4",-0.0951256113548387,0.131498159995882,0.389997214,-1.162165792
"AFG1L",0.105101560719864,0.118521978077958,0.77867351,-0.488151855
"AFG2A",-0.765102765414261,0.224331603071855,0.011143118,-1.58304521
"AFG2B",-1.06354916747708,0.396981055891563,0.360607417,-2.30281587
"AFG3L2",-1.21070954360526,0.30712145278988,-0.119945246,-2.344704283
"AFM",0.0722715353887946,0.110804682659304,0.480243829,-0.379001974
"AFMID",0.0252033922300509,0.111751853515654,0.614344669,-0.554912676
"AFP",-0.0438854373845501,0.110980712322172,0.467323308,-0.59861078
"AFTPH",0.0645130257852292,0.139251189887883,0.968293458,-0.557764701
"AGA",0.0604743089796265,0.093325901598481,0.585481355,-0.901871162
"AGAP1",0.0653596655916808,0.125318368785537,0.551007837,-0.404678416
"AGAP2",-0.308764796770798,0.155838315799137,0.168925001,-1.487430037
"AGAP3",0.0862521922843803,0.116322411583739,0.531494913,-0.841517334
"AGAP5",-0.583209118242569,0.156140269487724,-0.01984612,-1.436533909
"AGAP6",-0.496198706612054,0.193556731649872,0.186219192,-1.253049249
"AGAP9",-0.261017049279962,0.164722994539576,0.546738335,-0.839960902
"AGBL1",0.0356522277890492,0.0948709693108818,0.39625328,-0.407835612
"AGBL2",0.0171131696154499,0.109863244544103,0.412894005,-0.617756292
"AGBL3",-0.109372437959253,0.108630324198989,0.231253283,-0.675313997
"AGBL4",-0.104466857535654,0.120894641471575,0.354973982,-0.68060875
"AGBL5",-0.0723055981179966,0.100465370994352,0.282427796,-0.501371701
"AGER",0.0652148290993209,0.0942276231293894,0.408060134,-0.271295611
"AGFG1",0.041678571057725,0.139453227301538,0.531960547,-0.635651127
"AGFG2",-0.0326224683692699,0.107177359427976,0.436807876,-0.600453439
"AGGF1",0.0766270009830221,0.131777995488606,0.56436546,-0.453586454
"AGK",-0.0199230960721562,0.105826719298132,0.37620907,-0.58758038
"AGL",-0.136682210950764,0.128064650446556,0.437538478,-0.846423945
"AGMAT",0.0358447908005093,0.120034322417997,0.484962328,-0.443882777
"AGMO",0.0856601930806452,0.0915526591865852,0.426153503,-0.349642943
"AGO1",-0.13074155028438,0.118027357958042,0.305413668,-0.728165376
"AGO2",0.00286398636587436,0.173532604378784,0.687582659,-0.993613307
"AGO3",-0.197543282554329,0.115983969619948,0.299256481,-0.779281547
"AGO4",-0.0942033109728353,0.0900062161680456,0.227181038,-0.464043038
"AGPAT1",-0.0599404590178268,0.186497976108211,0.491990493,-1.984568561
"AGPAT2",-0.0881938194821732,0.144829030993192,0.436431865,-0.854429435
"AGPAT3",0.0549460051307301,0.117364814083568,1.032351151,-0.820509483
"AGPAT4",0.104979348360781,0.107447869976983,0.511707926,-0.449247047
"AGPAT5",0.0754091800398981,0.157139093862438,0.543320839,-1.340450536
"AGPS",-0.0165946132606112,0.136694945214796,0.439768195,-0.623506339
"AGR2",-0.0396758360373514,0.134826206740247,0.561407971,-1.390753582
"AGR3",-0.0330466763777589,0.118231099373698,0.655651643,-0.841633561
"AGRN",-0.114620113532258,0.123820499558379,0.400854761,-0.536486094
"AGRP",-0.0035974436672326,0.0985081402803232,0.302136853,-0.471180119
"AGT",0.033124991508489,0.110952634647114,0.399892247,-0.52548885
"AGTPBP1",0.0400948584966044,0.106827691058499,0.436250793,-0.450254177
"AGTR1",-0.0853229176553481,0.120196869245984,0.330335499,-0.686849296
"AGTR2",0.041659044934635,0.114000981752283,0.622632297,-0.44332483
"AGTRAP",0.0973873108514431,0.0947245514042189,0.421981392,-0.317070233
"AGXT",0.0538095489159593,0.107669540653131,0.539763856,-0.312899588
"AGXT2",0.0936569114083192,0.131731928607962,0.50750238,-0.362774418
"AHCTF1",-1.23852594057725,0.249659024309482,-0.546936432,-2.528543362
"AHCY",-0.493402410691851,0.34345209448032,0.319235328,-1.871106827
"AHCYL1",-0.40880319739219,0.317564090378252,0.259664193,-2.138060672
"AHCYL2",-0.069484822959253,0.102555863102595,0.39047654,-0.643892757
"AHDC1",-0.108523259906621,0.123542423232413,0.394183954,-0.685478458
"AHI1",-0.0597947842928693,0.108367758497894,0.582167647,-0.688998862
"AHNAK",-0.196623899914261,0.126577246818013,0.440109066,-0.726412686
"AHNAK2",0.0755454526332767,0.131416901191392,0.698712438,-0.538146257
"AHR",0.0422719849736842,0.253009276875987,1.216719616,-1.207499458
"AHRR",-0.00597788270797963,0.126294872683265,0.514591861,-0.970551801
"AHSA1",-0.0492206838837012,0.12817558929613,0.369068732,-0.805844522
"AHSG",-0.00992846183022071,0.122582229933118,0.503498777,-0.465316445
"AHSP",0.0638979079643464,0.131742209267304,0.636264179,-0.46786085
"AICDA",0.0602495353709677,0.093382726665193,0.506363831,-0.359232088
"AIDA",0.0275562646239389,0.133292360862452,0.548383081,-0.507252218
"AIF1",-0.150912647839559,0.101637929215724,0.311247182,-0.589514973
"AIF1L",-0.0412715774227504,0.121278130982152,0.43497524,-0.665128388
"AIFM1",-0.358002738404924,0.355069095268552,0.426828391,-1.886695551
"AIFM2",0.00555505444567063,0.125184393075223,0.51607927,-0.902329526
"AIFM3",-0.0947348126417657,0.136621213716361,0.42241348,-1.144458004
"AIG1",0.114280722314092,0.125609466011067,0.62949501,-0.408565653
"AIM2",0.155903338747878,0.114099123656108,0.658601019,-0.4089309
"AIMP1",-0.0370536866171477,0.122068676730791,0.51692539,-0.614208522
"AIMP2",-0.161268294625637,0.122378424369594,0.431087755,-0.71751362
"AIP",-0.0908205175093379,0.180350520238165,0.655373717,-0.769406343
"AIPL1",-0.0275421239541596,0.0894252856733108,0.339156335,-0.508413841
"AIRE",0.116251606014431,0.0919637724055845,0.589901849,-0.280066409
"AIRIM",-1.29255856162139,0.591439809279439,1.001512157,-2.886810897
"AJAP1",0.071232437163837,0.109890788732379,0.503719048,-0.337857098
"AJM1",-0.14555143679966,0.131187862590996,0.457422978,-0.724464945
"AJUBA",0.0075053781434635,0.162209349992826,0.850980761,-0.843266643
"AK1",-0.176598944368421,0.123983990924804,0.33444585,-1.051500924
"AK2",-0.339820501663837,0.20925531380519,0.43439869,-1.514498811
"AK3",-0.0195945904983022,0.130223487576998,0.745821392,-0.492693124
"AK4",-0.288475974673175,0.192926127802445,0.354276301,-1.150324037
"AK5",0.0440989524397284,0.137540072507566,0.986350711,-0.705415912
"AK6",-1.09715065332625,0.469837376895137,0.490000895,-2.756275374
"AK7",0.00042708960950764,0.103928936000899,0.410754671,-0.458022398
"AK8",-0.04098376225382,0.101394688172469,0.492025805,-0.445410517
"AK9",0.0472432574541596,0.10587582038731,0.592312447,-0.672618226
"AKAIN1",0.15701990441511,0.0913427892870635,0.55145641,-0.192053063
"AKAP1",-0.00632847787775891,0.106472126513198,0.373181374,-0.423763791
"AKAP10",0.068846244663837,0.136539595573782,0.689192117,-0.738707098
"AKAP11",-0.0310149513803056,0.0952277684216369,0.413181837,-0.448351567
"AKAP12",-0.00157210260526316,0.105838935380061,0.359680843,-0.395145372
"AKAP13",-0.0331164962062818,0.144985268178748,0.61011133,-1.079105288
"AKAP14",0.0652641100042445,0.088987246851393,0.555902905,-0.276903235
"AKAP3",-0.0817782646952462,0.104406750279858,0.390059664,-0.479146638
"AKAP4",0.00257052700169779,0.0922732818451111,0.418601093,-0.495882539
"AKAP5",0.00809602503395586,0.10057967890551,0.423627009,-0.633352929
"AKAP6",-0.0323953810263158,0.11517361069849,0.450616048,-0.427462653
"AKAP7",0.0288657360237691,0.105502591402239,0.394333102,-0.419528937
"AKAP8",-0.0734706921570458,0.0961585215626482,0.297954469,-0.473193331
"AKAP8L",-0.175479321309847,0.125655192486969,0.453736553,-0.707164796
"AKAP9",-0.0760119998718166,0.107951950771712,0.353472477,-0.452888333
"AKIP1",-0.0953895896256367,0.115851935012624,0.382656118,-0.57364526
"AKIRIN1",-0.34807671009253,0.197747697349417,0.571257651,-1.865843921
"AKIRIN2",-1.01440194518081,0.251257459776607,-0.29793591,-2.211118771
"AKNA",-0.0890930542164686,0.109651027780064,0.379564659,-0.565919762
"AKNAD1",-0.135232144229202,0.110093838638838,0.258030603,-0.791211699
"AKR1A1",0.0706535615696095,0.0992494603653249,0.644842475,-0.309249218
"AKR1B1",0.143913604179117,0.185267821106009,0.92042897,-0.487237213
"AKR1B10",0.103229955915959,0.109725858035346,0.754980728,-0.516645847
"AKR1B15",-0.235676829736842,0.152549933923775,0.651704529,-0.861606549
"AKR1C2",0.0150235669957555,0.122651259276223,0.433125643,-0.442064177
"AKR1C3",0.0159500652427844,0.10259084317498,0.706124893,-0.589192118
"AKR1C4",0.10033309635399,0.107700365509207,0.496283048,-0.362910134
"AKR1D1",-0.158187374985569,0.122072360102612,0.326780796,-0.827728334
"AKR1E2",0.1251585527309,0.0919865261156045,0.524412469,-0.421522979
"AKR7A2",0.0368703646935484,0.127704481787099,0.485860839,-0.499443056
"AKR7A3",-0.208027681187606,0.129920327697651,0.686393632,-0.908199653
"AKT1",-0.11894035494652,0.178126275359152,0.472609896,-1.663236283
"AKT1S1",0.0982827463293718,0.129176015791988,0.88614464,-0.354816788
"AKT2",-0.103977194606961,0.177944797403511,0.354074138,-1.834438333
"AKT3",0.0602843601052632,0.134666988866825,0.613209581,-0.760932199
"AKTIP",-0.206060342101019,0.151119304435319,0.332682906,-0.937593991
"ALAD",-0.0799560018760611,0.199953015358802,0.528280117,-1.685236789
"ALAS1",-0.219495369234295,0.187193203744463,0.230611737,-1.093963552
"ALAS2",0.0692342328268251,0.101332346857132,0.730510925,-0.478689325
"ALB",0.105437818866723,0.0906941862794507,0.49329385,-0.367251891
"ALCAM",-0.102751805994907,0.111770411078125,0.528602395,-0.516113805
"ALDH16A1",0.0117682916943973,0.103345473081871,0.384877464,-0.355502025
"ALDH18A1",-0.0791862792478778,0.206812533831066,0.514317312,-1.452330033
"ALDH1A1",0.176494430505942,0.0923566345027783,0.530919032,-0.351205746
"ALDH1A2",-0.0396742662300509,0.105666048232862,0.589265963,-0.516928189
"ALDH1A3",0.11254969096944,0.11100160620038,0.659800192,-0.337415584
"ALDH1B1",0.00278572265619694,0.117474581747374,0.593802013,-0.469753211
"ALDH1L1",0.0713015445721562,0.118902722218167,0.581107519,-0.560785127
"ALDH1L2",-0.0707681962877759,0.092202292806665,0.452952075,-0.532263891
"ALDH2",-0.109389567244482,0.115507762791907,0.349679086,-0.552945535
"ALDH3A1",0.0480962569108659,0.106286202563367,0.642477742,-0.350896574
"ALDH3A2",0.00606507939219015,0.0998750376368366,0.356760372,-0.329646873
"ALDH3B2",0.0347166467928693,0.121192621048373,0.530313938,-0.542963066
"ALDH4A1",-0.0152404876578947,0.111431670806418,0.403733888,-0.476629756
"ALDH5A1",-0.0486547853056027,0.104900017618969,0.305576993,-0.470167678
"ALDH6A1",-0.0185590243726655,0.108132469034556,0.368851132,-0.866600724
"ALDH7A1",-0.0130532016417657,0.113706374600699,0.549921759,-0.519172581
"ALDH8A1",-0.0449877526740238,0.104462931326256,0.360825459,-0.860250232
"ALDH9A1",-0.156552582204584,0.121669182163024,0.269136506,-0.843638795
"ALDOA",-1.2462790406528,0.424177351982385,0.011853077,-2.845159771
"ALDOB",-0.0636997597342954,0.100629971918372,0.406835059,-0.443279945
"ALDOC",-0.33228999047708,0.165093444229359,0.256035017,-1.158006129
"ALG1",-0.798238971368421,0.321263340383707,0.320311166,-1.993141595
"ALG10",-0.133356577517827,0.161057769672228,0.391983294,-1.723421776
"ALG10B",-0.360009955561969,0.19680268503241,0.541361884,-1.057270081
"ALG11",-1.31518357329202,0.34459450028239,-0.157399868,-2.879046979
"ALG12",-0.0668946261578947,0.223507150754622,0.697088023,-1.211729483
"ALG13",-0.775119878259762,0.394322808372279,0.529255327,-2.346244224
"ALG14",-0.761397055123939,0.23468478251765,0.208897999,-1.789038807
"ALG2",-1.36207606887776,0.391637081578392,-0.012782416,-3.434591644
"ALG3",-0.0146827978590832,0.164928538194585,0.458489642,-1.028012552
"ALG5",-0.295562328376061,0.192005409040665,0.2945341,-1.054830258
"ALG6",-0.240178636949915,0.19384547032966,0.276016638,-1.048871416
"ALG8",-0.303763581201188,0.203987432789127,0.240105978,-1.259869422
"ALG9",-0.103188780585739,0.17922381222788,0.424176582,-1.268956954
"ALK",-0.0512566017911715,0.131858802627101,0.658405664,-1.542324947
"ALKAL1",-0.0742424810212224,0.109080332089611,0.307442931,-0.466739521
"ALKAL2",0.171597130764856,0.103886942352322,0.513476691,-0.406401415
"ALKBH1",-0.0751802803599321,0.126745681253011,0.49223059,-0.622178254
"ALKBH2",0.0307915128429542,0.0999661650643298,0.490905995,-0.442793255
"ALKBH3",-0.0702483900271647,0.126927470341851,0.52040563,-0.548282286
"ALKBH4",-0.102981716410866,0.121936966351382,0.261343939,-1.02734216
"ALKBH5",-0.135325065101868,0.121084346854834,0.363454744,-0.783841466
"ALKBH6",-0.0462484222860781,0.12879043599282,0.697728277,-0.614444688
"ALKBH7",-0.0788711924219015,0.132232693068195,0.508342806,-0.641887848
"ALKBH8",0.0128352693752122,0.131833050895287,0.690634508,-0.70075877
"ALLC",-0.0303585651213922,0.108549042777632,0.346345121,-0.47844359
"ALMS1",-0.112166454010187,0.108475841393359,0.393300821,-0.617815294
"ALOX12",0.180966323141766,0.11890828568033,0.71894591,-0.356548088
"ALOX12B",0.0709443423633277,0.109208011267912,0.517047973,-0.480480206
"ALOX15",0.00578284832342954,0.121436221056173,0.424176688,-0.481114546
"ALOX15B",0.0467383367835314,0.100799549420449,0.404018193,-0.540079267
"ALOX5",-0.158859921106961,0.116050024401264,0.291655547,-0.735739826
"ALOX5AP",0.0705159467156197,0.118554652709276,0.506610743,-0.557525472
"ALOXE3",-0.0832212019575552,0.10157712853907,0.315157986,-0.501122137
"ALPG",-0.0571982359070568,0.115627736264473,0.446582923,-0.485612494
"ALPI",0.0625846374719864,0.119927691800235,0.470228324,-0.49479186
"ALPK1",0.0501349438921901,0.0777242519270136,0.35443992,-0.295685071
"ALPK2",0.124630719634126,0.101480410965184,0.521161207,-0.345407149
"ALPK3",-0.176045649851003,0.0849505725152193,0.193812891,-0.7293089
"ALPL",-0.0119521769057725,0.117538672212953,0.654474751,-0.595454729
"ALPP",0.127430855822581,0.109358395430907,0.675920824,-0.381188237
"ALS2",0.0123552957852292,0.0767643915854444,0.310499981,-0.391276911
"ALS2CL",-0.0934298757249576,0.091539334512078,0.351810974,-0.542060887
"ALX1",0.0475483417928693,0.121272853615246,0.938596335,-0.442433204
"ALX3",-0.211914281732598,0.137295685383684,0.40338961,-0.770016323
"ALX4",-0.00566471146519525,0.113773419644299,0.500846659,-0.397418546
"ALYREF",-1.34403711072496,0.281312094063436,-0.529798011,-3.380916777
"AMACR",-0.020893646983871,0.121017166906429,0.456711649,-0.488613001
"AMBN",-0.0671638811918506,0.121811338684234,0.453105447,-0.58674545
"AMBP",-0.00829063215280136,0.148955629572128,0.565299973,-0.745766159
"AMBRA1",-0.0657890223056027,0.382290466384726,2.309435932,-1.473024114
"AMD1",-0.483064240386248,0.284518147104282,0.196445464,-1.726567036
"AMDHD1",-0.115918970163837,0.126400186732057,0.295949759,-0.683758981
"AMDHD2",-0.0672576075560272,0.102083944464202,0.338421602,-0.456812663
"AMELX",-0.0271444493514431,0.0946797572638559,0.344755689,-0.403665915
"AMELY",0.206923864934097,0.061685974916941,0.40937545,-0.213416197
"AMER1",0.0334032265534805,0.108276229009407,0.462641891,-0.461633306
"AMER2",-0.059658550082343,0.109732943393025,0.422139371,-0.6898278
"AMER3",-0.08159636786927,0.106184649475711,0.275061876,-0.508228873
"AMFR",-0.0692487299006791,0.172293385319862,0.55539006,-0.861546466
"AMH",0.021670996614601,0.100767958702485,0.470588091,-0.438612552
"AMHR2",-0.0649401344864177,0.0935150323789613,0.312390517,-0.485523597
"AMIGO1",-0.152287182129881,0.0981597701084872,0.158669109,-0.623776542
"AMIGO2",0.036406944795416,0.123288546843777,0.466443145,-0.546751945
"AMIGO3",-0.0634617041502547,0.0964629481025011,0.27215617,-0.617711483
"AMMECR1",0.12245752183107,0.101685852486863,0.580055245,-0.343933615
"AMMECR1L",-0.0885426279524618,0.122726963405359,0.414822068,-0.654360997
"AMN",-0.0606750603972835,0.116385851335865,0.450433145,-0.535761354
"AMN1",0.104316489871817,0.106420450301905,0.436563646,-0.497084419
"AMOT",0.0802327559745331,0.0928048605795883,0.57732855,-0.368378106
"AMOTL1",0.000426627920203735,0.125913663027501,0.37518507,-0.729881923
"AMOTL2",0.102747628516978,0.187472531420725,1.002600815,-0.625960177
"AMPD1",-0.167741247595076,0.137835366799703,0.307572941,-0.739050791
"AMPD2",-0.0669900954762309,0.0931967356953299,0.276116976,-0.745979256
"AMPD3",-0.0140357111213922,0.106171539045659,0.40449924,-0.523977869
"AMPH",0.0146098875619694,0.0994897306470022,0.477882904,-0.395899779
"AMT",-0.0155310964388795,0.124647969593167,0.543413743,-0.728646978
"AMTN",0.0747437217325976,0.110516105301427,1.263203037,-0.454076745
"AMY2A",-0.357259037477548,0.182717920292583,0.177584935,-1.14333761
"AMZ1",0.050362081188455,0.131814851050959,0.538597975,-0.704993915
"AMZ2",-0.00133488929711375,0.116019688570124,0.691535123,-0.495479506
"ANAPC1",-1.60230545012394,0.264391985085423,-0.517259204,-2.754206405
"ANAPC10",-1.64728002653311,0.216197459026381,-0.408668231,-2.708899807
"ANAPC11",-1.42808067018251,0.388433677761562,0.229482684,-2.489885562
"ANAPC13",-0.523977294867572,0.233436063017092,0.179762456,-1.369686783
"ANAPC15",-0.593423037435484,0.296561479452732,0.185323263,-2.423523123
"ANAPC16",-0.0452181247911715,0.109369974253695,0.36270994,-0.611157547
"ANAPC2",-1.16856708236672,0.36724194582777,-0.029011177,-2.692197983
"ANAPC4",-1.25809791607046,0.293844147766013,-0.167432193,-2.980042462
"ANAPC5",-1.4171403452725,0.240941843764823,-0.569927262,-2.390614817
"ANAPC7",-0.102258468324278,0.161294594071787,0.346584279,-0.687239674
"ANG",-0.122718967233447,0.131207325620909,0.321595758,-0.727164195
"ANGEL1",0.0730792994006791,0.101853995090337,0.447579077,-0.388686513
