ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment
HADDAD_B_LYMPHOCYTE_PROGENITOR,HADDAD_B_LYMPHOCYTE_PROGENITOR,24,0.457729908,2.372522383,0.00140056,0.020256813,0.013585457,581,"tags=88%, list=45%, signal=49%",ARHGEF7/IRF2/UGCG/POU2AF1/TCF3/IRF4/REXO2/KMT2A/TGIF1/CHD7/MAP4K4/MEF2C/IRS2/DCP2/PKN2/UXS1/JUN/ZFP36L1/SMARCA4/RB1CC1/CDK13
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG_CHEMOKINE_SIGNALING_PATHWAY,24,0.494913894,2.565255776,0.00140056,0.020256813,0.013585457,314,"tags=71%, list=24%, signal=55%",BCAR1/BRAF/CRK/PARD3/PXN/SHC1/CSK/IKBKG/SOS1/RAF1/ROCK2/MAPK1/PTK2/NRAS/PIK3R1/GSK3B/PIK3CB
REACTOME_SIGNALING_BY_VEGF,REACTOME_SIGNALING_BY_VEGF,24,0.455802443,2.362531877,0.00140056,0.020256813,0.013585457,314,"tags=67%, list=24%, signal=51%",BRK1/CTNNA1/BCAR1/CRK/ELMO2/PXN/PAK2/MAPK14/ROCK2/ITGAV/PTK2/NRAS/RICTOR/PIK3R1/CTNNB1/PIK3CB
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY,WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY,24,0.602522487,3.123016567,0.00140056,0.020256813,0.013585457,331,"tags=83%, list=26%, signal=63%",TSC1/TSC2/CRK/PTPN1/SLC2A1/SHC1/MAPK14/SREBF1/SOS1/RAF1/CAP1/MAPK1/FASN/MAP4K4/RICTOR/PIK3R1/GSK3B/PIK3CB/IRS2/MAP3K7
WP_CHEMOKINE_SIGNALING_PATHWAY,WP_CHEMOKINE_SIGNALING_PATHWAY,24,0.494913894,2.565255776,0.00140056,0.020256813,0.013585457,314,"tags=71%, list=24%, signal=55%",BCAR1/BRAF/CRK/PARD3/PXN/SHC1/CSK/IKBKG/SOS1/RAF1/ROCK2/MAPK1/PTK2/NRAS/PIK3R1/GSK3B/PIK3CB
WP_ENDOMETRIAL_CANCER,WP_ENDOMETRIAL_CANCER,24,0.542388716,2.811329008,0.00140056,0.020256813,0.013585457,314,"tags=75%, list=24%, signal=58%",CDKN1A/TP53/PTEN/CTNNA1/CDH1/BRAF/ERBB2/TCF7L2/SOS1/RAF1/FGFR1/MAPK1/EGFR/NRAS/PIK3R1/CTNNB1/GSK3B/PIK3CB
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,WP_HIPPOMERLIN_SIGNALING_DYSREGULATION,24,0.479937865,2.487631477,0.00140056,0.020256813,0.013585457,308,"tags=67%, list=24%, signal=52%",NF2/ITGA3/ITGB1/CTNNA1/CDH1/TEAD1/CDH2/PAK2/FGFR1/ITGAV/EGFR/PTK2/NRAS/PRKAR1A/CTNNB1/ITGB5
LU_AGING_BRAIN_UP,LU_AGING_BRAIN_UP,23,0.488736265,2.494123118,0.00140647,0.020256813,0.013585457,271,"tags=65%, list=21%, signal=53%",ITGB1/ASCL1/FERMT2/TLN1/SLC16A1/PICALM/KDSR/WWTR1/TGIF1/ZEB2/NFE2L2/ITGAV/SPTSSA/TIPARP/ERBB3
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP,MCBRYAN_PUBERTAL_BREAST_4_5WK_UP,23,0.466537648,2.380838941,0.00140647,0.020256813,0.013585457,326,"tags=65%, list=25%, signal=50%",TP63/CDH1/GATA3/KRT18/FOXA1/RUNX1/SLC2A1/TGIF1/SOX9/BCL6/MYB/CAP1/ATP2C1/ERBB3/KLF5
PID_CXCR4_PATHWAY,PID_CXCR4_PATHWAY,23,0.443632859,2.263951025,0.00140647,0.020256813,0.013585457,437,"tags=74%, list=34%, signal=50%",ITGA3/GNA13/PTEN/ITGB1/BCAR1/CRK/PXN/CSK/VPS4A/ITGAV/PTK2/RICTOR/PIK3R1/PIK3CB/VPS4B/GRK2/PIK3CA
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,23,0.413152215,2.10840194,0.00140647,0.020256813,0.013585457,319,"tags=61%, list=25%, signal=47%",TSC2/KIDINS220/CDH2/SHC1/MAPK14/CSNK2A1/IKBKG/RAF1/MAPK1/MEF2C/PIK3R1/CTNNB1/GSK3B/IRS2
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,23,0.484031672,2.470114595,0.00140647,0.020256813,0.013585457,314,"tags=70%, list=24%, signal=54%",TGFBR1/TP53/CDH1/ZEB1/SNAI2/CDH2/SHC1/MAPK14/SOS1/RAF1/ZEB2/MAPK1/PIK3R1/CTNNB1/GSK3B/PIK3CB
WP_RAS_SIGNALING,WP_RAS_SIGNALING,23,0.442436186,2.257844154,0.00140647,0.020256813,0.013585457,314,"tags=65%, list=24%, signal=50%",GAB1/NF1/PAK2/ARF6/SHC1/IKBKG/SOS1/RAF1/FGFR1/RASA4/MAPK1/EGFR/NRAS/PIK3R1/PIK3CB
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP,CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP,25,0.467920004,2.457885389,0.001410437,0.020256813,0.013585457,514,"tags=84%, list=40%, signal=52%",SLC35A1/CDH1/GATA3/JTB/FOXA1/SPTLC2/ERBB2/COG7/MYB/FANCF/ERBB3/PAGR1/DDI2/ITPK1/TADA2B/COP1/VPS45/SUCO/GRHL2/CCDC6/PPCS
DURCHDEWALD_SKIN_CARCINOGENESIS_DN,DURCHDEWALD_SKIN_CARCINOGENESIS_DN,25,0.558635094,2.934392682,0.001410437,0.020256813,0.013585457,361,"tags=80%, list=28%, signal=59%",ARNT/MED13/ITGB1/TAOK1/UGCG/RUNX1/ADNP/SMAD7/NFE2L2/CREBBP/ATP2C1/LRP8/TIPARP/MAP4K4/MYH9/GSK3B/PIK3CB/IRS2/TNPO1/SQLE
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,25,0.425610506,2.235642493,0.001410437,0.020256813,0.013585457,319,"tags=64%, list=25%, signal=49%",GAB1/TP53/KIDINS220/BRAF/CRK/SHC1/MAPK14/CSK/SOS1/RAF1/MAPK1/NRAS/PIK3R1/GSK3B/PIK3CB/IRS2
KEGG_RENAL_CELL_CARCINOMA,KEGG_RENAL_CELL_CARCINOMA,25,0.403650721,2.12029236,0.001410437,0.020256813,0.013585457,314,"tags=60%, list=24%, signal=46%",ARNT/GAB1/FLCN/BRAF/CRK/PAK2/SLC2A1/EGLN1/SOS1/RAF1/MAPK1/CREBBP/NRAS/PIK3R1/PIK3CB
PID_MET_PATHWAY,PID_MET_PATHWAY,25,0.448714523,2.357003034,0.001410437,0.020256813,0.013585457,492,"tags=80%, list=38%, signal=51%",GAB1/CTNNA1/CDH1/BCAR1/CRK/PTPN1/PXN/PAK2/ARF6/SHC1/SOS1/RAF1/MAPK1/PTK2/PIK3R1/CTNNB1/MUC20/PIK3CA/JUN/APC
PID_PDGFRB_PATHWAY,PID_PDGFRB_PATHWAY,25,0.444847455,2.336690141,0.001410437,0.020256813,0.013585457,509,"tags=80%, list=39%, signal=50%",GAB1/BRK1/PTEN/BCAR1/BRAF/CRK/PTPN1/SHC1/CSK/SOS1/RAF1/MAPK1/ITGAV/NRAS/PIK3R1/PIK3CB/PIK3CA/JUN/ARPC3/NCKAP1
REACTOME_SIGNALING_BY_NTRKS,REACTOME_SIGNALING_BY_NTRKS,25,0.465623086,2.445820162,0.001410437,0.020256813,0.013585457,375,"tags=72%, list=29%, signal=52%",GAB1/KIDINS220/ASCL1/BRAF/CRK/DUSP4/SHC1/MAPK14/JUNB/SOS1/MAPK1/NRAS/MEF2C/PIK3R1/PIK3CB/IRS2/FOSL1/FURIN
WP_ERBB_SIGNALING_PATHWAY,WP_ERBB_SIGNALING_PATHWAY,25,0.517284467,2.717186534,0.001410437,0.020256813,0.013585457,314,"tags=72%, list=24%, signal=56%",CDKN1A/GAB1/TP53/BRAF/CRK/PAK2/ERBB2/SHC1/SOS1/RAF1/MAPK1/EGFR/PTK2/ERBB3/NRAS/PIK3R1/GSK3B/PIK3CB
REACTOME_CELL_CELL_COMMUNICATION,REACTOME_CELL_CELL_COMMUNICATION,18,0.520880153,2.415630776,0.001414427,0.020256813,0.013585457,437,"tags=83%, list=34%, signal=56%",KIRREL1/ITGB1/CTNNA1/CDH1/FERMT2/PARD3/PXN/CDH2/PARD6B/PTK2/PIK3R1/CTNNB1/PIK3CB/ACTG1/PIK3CA
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,18,0.490320942,2.273909557,0.001414427,0.020256813,0.013585457,620,"tags=94%, list=48%, signal=50%",TCF3/CDK8/TCF7L2/CSNK2A1/CCND2/CTNNB1/GSK3B/MAP3K7/FOSL1/JUN/APC/EZH2/TFAP2A/CCND3/CDK6/CHD8/CCND1
BENPORATH_SUZ12_TARGETS,BENPORATH_SUZ12_TARGETS,19,0.583860921,2.743105743,0.00141844,0.020256813,0.013585457,232,"tags=74%, list=18%, signal=61%",ARHGEF7/ISL1/HOXD13/GATA3/ASCL1/FLI1/FOXA1/PARD3/DUSP4/PAX8/SOX9/ZEB2/SOX10/DPY19L2
BROCKE_APOPTOSIS_REVERSED_BY_IL6,BROCKE_APOPTOSIS_REVERSED_BY_IL6,19,0.490593656,2.304915824,0.00141844,0.020256813,0.013585457,485,"tags=84%, list=37%, signal=54%",LDLR/GNA13/SREK1IP1/POU2AF1/IRF4/DPM1/JUNB/SOX2/SOCS3/TGIF1/BCL6/HSPA13/DOHH/CCNC/JUN/ZFP36L2
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP,KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP,19,0.463376543,2.177043902,0.00141844,0.020256813,0.013585457,293,"tags=63%, list=23%, signal=50%",CDKN1A/TP53/PTEN/CDH1/FDFT1/ERBB2/SHC1/CCNE1/SMAD7/CREBBP/ERBB3/POLG
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP,MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP,19,0.703644239,3.305873859,0.00141844,0.020256813,0.013585457,286,"tags=89%, list=22%, signal=71%",CDKN1A/TGFBR1/KRT18/CRK/FOXA1/RUNX1/PICALM/SLC2A1/MAPK14/EGLN1/CSNK2A1/AK2/TGIF1/SOX9/CAP1/ITGAV/MEF2C
PID_CDC42_PATHWAY,PID_CDC42_PATHWAY,19,0.492837804,2.315459323,0.00141844,0.020256813,0.013585457,492,"tags=84%, list=38%, signal=53%",ARHGEF7/CTNNA1/CDH1/BCAR1/BRAF/PAK2/MAPK14/RAF1/MAPK1/PIK3R1/CTNNB1/GSK3B/PIK3CA/JUN/ARPC3/APC
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA,WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA,19,0.46149684,2.168212649,0.00141844,0.020256813,0.013585457,461,"tags=79%, list=36%, signal=52%",CDKN1A/GAB1/BRAF/CRK/PAK2/SOS1/RAF1/MAPK1/PTK2/NRAS/PIK3R1/PIK3CB/ELOA/PIK3CA/JUN
PID_FAK_PATHWAY,PID_FAK_PATHWAY,20,0.607977282,2.904604616,0.001436782,0.020256813,0.013585457,461,"tags=95%, list=36%, signal=62%",ARHGEF7/ITGB1/BCAR1/BRAF/CRK/PXN/TLN1/SH3GL1/SOS1/RAF1/ROCK2/MAPK1/ITGAV/PTK2/PIK3R1/ITGB5/VCL/PIK3CA/JUN
WP_LEPTIN_SIGNALING_PATHWAY,WP_LEPTIN_SIGNALING_PATHWAY,20,0.490895906,2.345249663,0.001436782,0.020256813,0.013585457,310,"tags=70%, list=24%, signal=54%",PTEN/PTPN1/ERBB2/SHC1/MAPK14/IKBKG/SOCS3/SOS1/RAF1/ROCK2/MAPK1/PTK2/PIK3R1/GSK3B
WP_RAC1PAK1P38MMP2_PATHWAY,WP_RAC1PAK1P38MMP2_PATHWAY,20,0.549016781,2.622921485,0.001436782,0.020256813,0.013585457,307,"tags=75%, list=24%, signal=58%",TP53/ITGB1/CRK/PXN/ERBB2/YAP1/MAPK14/IKBKG/SOS1/MAPK1/EGFR/PTK2/NRAS/PIK3R1/CTNNB1
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP,COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP,17,0.675612698,3.029915346,0.001440922,0.020256813,0.013585457,361,"tags=94%, list=28%, signal=69%",TGFBR1/PDCD10/ASNS/DUSP4/HMBS/PICALM/SMAD7/TGIF1/VCPIP1/SOX9/NFE2L2/ARHGAP29/TMX2/FCHO2/SLC20A1/SQLE
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,17,0.547808649,2.456753462,0.001440922,0.020256813,0.013585457,319,"tags=76%, list=25%, signal=58%",CDKN1A/GAB1/PTEN/TSC2/ERBB2/FGFR1/EGFR/ERBB3/RICTOR/PIK3R1/GSK3B/PIK3CB/IRS2
REACTOME_SIGNALING_BY_PTK6,REACTOME_SIGNALING_BY_PTK6,17,0.482407597,2.16344984,0.001440922,0.020256813,0.013585457,282,"tags=65%, list=22%, signal=51%",BCAR1/CRK/ELMO2/PTPN1/PXN/ERBB2/CCNE1/SOCS3/EGFR/ERBB3/NRAS
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,17,0.506972049,2.273613859,0.001440922,0.020256813,0.013585457,319,"tags=71%, list=25%, signal=54%",GAB1/TSC1/PTEN/TSC2/PTPN1/PARD3/PAK2/SHC1/SOS1/PTK2/GSK3B/IRS2
WP_ADIPOGENESIS,WP_ADIPOGENESIS,17,0.486103996,2.180027052,0.001440922,0.020256813,0.013585457,475,"tags=82%, list=37%, signal=53%",CDKN1A/GATA3/SREBF1/SOCS3/WWTR1/AHR/E2F1/MEF2C/CTNNB1/IRS2/KLF5/SP1/MBNL1/LMNA
WP_ESC_PLURIPOTENCY_PATHWAYS,WP_ESC_PLURIPOTENCY_PATHWAYS,17,0.502891086,2.25531199,0.001440922,0.020256813,0.013585457,310,"tags=71%, list=24%, signal=54%",GAB1/PTEN/BRAF/SOS1/SMAD7/RAF1/FGFR1/MAPK1/EGFR/BMPR1A/CTNNB1/GSK3B
WP_THYROID_HORMONES_PRODUCTION_AND_THEIR_PERIPHERAL_DOWNSTREAM_SIGNALLING_EFFECTS,WP_THYROID_HORMONES_PRODUCTION_AND_THEIR_PERIPHERAL_DOWNSTREAM_SIGNALLING_EFFECTS,17,0.497769094,2.232341431,0.001440922,0.020256813,0.013585457,310,"tags=71%, list=24%, signal=54%",TP53/TSC1/TSC2/PAX8/MAPK14/SOS1/RAF1/FGFR1/MAPK1/ITGAV/CTNNB1/GSK3B
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,16,0.504746461,2.21971557,0.001453488,0.020256813,0.013585457,437,"tags=81%, list=34%, signal=55%",ITGB1/CTNNA1/BCAR1/PXN/MAPK14/ROCK2/PTK2/PIK3R1/CTNNB1/PIK3CB/VCL/ACTG1/PIK3CA
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN,SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN,16,0.514032405,2.260552221,0.001453488,0.020256813,0.013585457,269,"tags=69%, list=21%, signal=55%",ATP2B1/PTEN/ZEB1/ASNS/KDM5C/RUNX1/SREBF1/MYCN/MYB/AHR/LARP1
WP_ASSOCIATION_BETWEEN_PHYSICOCHEMICAL_FEATURES_AND_TOXICITY_ASSOCIATED_PATHWAYS,WP_ASSOCIATION_BETWEEN_PHYSICOCHEMICAL_FEATURES_AND_TOXICITY_ASSOCIATED_PATHWAYS,16,0.492204678,2.164560766,0.001453488,0.020256813,0.013585457,310,"tags=69%, list=24%, signal=53%",CDKN1A/ERBB2/SHC1/SOS1/RAF1/ROCK2/MAPK1/EGFR/PTK2/CTNNB1/GSK3B
WP_BLADDER_CANCER,WP_BLADDER_CANCER,16,0.506403133,2.22700109,0.001453488,0.020256813,0.013585457,299,"tags=69%, list=23%, signal=54%",CDKN1A/TP53/CDH1/BRAF/ERBB2/RAF1/MAPK1/EGFR/E2F1/NRAS/PIK3R1
WP_NEURAL_CREST_DIFFERENTIATION,WP_NEURAL_CREST_DIFFERENTIATION,16,0.552311674,2.42889236,0.001453488,0.020256813,0.013585457,310,"tags=75%, list=24%, signal=58%",ISL1/ITGB1/CDH1/SNAI2/ASCL1/CDH2/SOX9/FGFR1/MYB/SOX10/CTNNB1/GSK3B
WP_ONCOSTATIN_M_SIGNALING_PATHWAY,WP_ONCOSTATIN_M_SIGNALING_PATHWAY,16,0.550890085,2.42264066,0.001453488,0.020256813,0.013585457,299,"tags=75%, list=23%, signal=58%",TP53/LDLR/PXN/SHC1/MAPK14/JUNB/SOCS3/SOS1/RAF1/MAPK1/RICTOR/PIK3R1
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,15,0.560936808,2.40016641,0.001468429,0.020256813,0.013585457,197,"tags=67%, list=15%, signal=57%",CDKN1A/TP53/ITGB1/ZEB1/GATA3/IRF4/JUNB/SOX2/SOCS3/BCL6
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12,SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12,15,0.509456191,2.179888396,0.001468429,0.020256813,0.013585457,246,"tags=67%, list=19%, signal=55%",TP63/NF1/POU2AF1/IRF4/MANF/CSNK2A1/VCPIP1/SOX10/HSPA13/CCND2
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,13,0.715773542,2.879927724,0.001517451,0.020256813,0.013585457,286,"tags=92%, list=22%, signal=73%",PTEN/ZEB1/SNAI2/GLS/FLI1/FERMT2/WWTR1/SMAD7/ZEB2/CCND2/MAP4K4/MEF2C
LIU_PROSTATE_CANCER_DN,LIU_PROSTATE_CANCER_DN,11,0.635999247,2.391114286,0.00152439,0.020256813,0.013585457,391,"tags=91%, list=30%, signal=64%",KIRREL1/TP63/HOXD13/GATA3/SNAI2/FERMT2/FGFR1/CCND2/PIK3R1/VCL
PID_PTP1B_PATHWAY,PID_PTP1B_PATHWAY,11,0.619204495,2.327972431,0.00152439,0.020256813,0.013585457,299,"tags=82%, list=23%, signal=64%",BCAR1/CRK/PTPN1/CDH2/SHC1/CSK/SOCS3/EGFR/PIK3R1
PID_TCPTP_PATHWAY,PID_TCPTP_PATHWAY,11,0.634809635,2.386641798,0.00152439,0.020256813,0.013585457,481,"tags=100%, list=37%, signal=63%",GAB1/ITGB1/PTPN1/SHC1/SOS1/CREBBP/EGFR/PIK3R1/PIK3CB/PIK3CA/KPNA2
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,11,0.626272316,2.354544741,0.00152439,0.020256813,0.013585457,393,"tags=91%, list=30%, signal=64%",NF2/ITGB1/CTNNA1/CDH1/TEAD1/PAK2/MAP4K4/CTNNB1/ITGB5/ACTG1
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,11,0.70762489,2.660399349,0.00152439,0.020256813,0.013585457,282,"tags=91%, list=22%, signal=72%",ITGB1/PXN/TLN1/MAPK14/SOS1/RAF1/MAPK1/EGFR/PTK2/NRAS
WP_PATHWAYS_REGULATING_HIPPO_SIGNALING,WP_PATHWAYS_REGULATING_HIPPO_SIGNALING,11,0.611537886,2.299148909,0.00152439,0.020256813,0.013585457,307,"tags=82%, list=24%, signal=63%",NF2/CDH1/TEAD1/CDH2/TCF7L2/FGFR1/EGFR/PRKAR1A/CTNNB1
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS,11,0.619985588,2.330909043,0.00152439,0.020256813,0.013585457,391,"tags=91%, list=30%, signal=64%",CDKN1A/ITGA3/ITGB1/TLN1/CDH2/ITGAV/PTK2/MYH9/CTNNB1/VCL
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,12,0.610213234,2.38522786,0.001526718,0.020256813,0.013585457,214,"tags=75%, list=16%, signal=63%",GAB1/CDH1/GATA3/KRT18/FOXA1/RUNX1/TGIF1/SOX9/MYB
PID_LYSOPHOSPHOLIPID_PATHWAY,PID_LYSOPHOSPHOLIPID_PATHWAY,12,0.607615622,2.375074201,0.001526718,0.020256813,0.013585457,314,"tags=83%, list=24%, signal=64%",GAB1/GNA13/BCAR1/CRK/PXN/EGFR/PTK2/PIK3R1/GSK3B/PIK3CB
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,12,0.603558561,2.359215786,0.001526718,0.020256813,0.013585457,319,"tags=83%, list=25%, signal=63%",GAB1/PTEN/ERBB2/FGFR1/MAPK1/EGFR/ERBB3/PIK3R1/PIK3CB/IRS2
PID_BCR_5PATHWAY,PID_BCR_5PATHWAY,14,0.584475988,2.411965263,0.001529052,0.020256813,0.013585457,461,"tags=93%, list=36%, signal=61%",PTEN/SHC1/MAPK14/CSK/CSNK2A1/IKBKG/SOS1/RAF1/MAPK1/PIK3R1/MAP3K7/PIK3CA/JUN
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY,PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY,14,0.565036952,2.331745918,0.001529052,0.020256813,0.013585457,314,"tags=79%, list=24%, signal=60%",GAB1/PTPN1/TLN1/SHC1/SOS1/MAPK1/EGFR/PTK2/NRAS/PIK3R1/PIK3CB
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,14,0.564140606,2.328046956,0.001529052,0.020256813,0.013585457,319,"tags=79%, list=25%, signal=60%",PTEN/PTPN1/PARD3/SHC1/SOS1/RAF1/CAP1/MAPK1/PIK3R1/GSK3B/IRS2
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN,10,0.594440952,2.121237721,0.001572327,0.020256813,0.013585457,308,"tags=80%, list=24%, signal=61%",KIDINS220/SNAI2/FERMT2/RUNX1/PICALM/MMGT1/MYH9/ITGB5
BIOCARTA_PTEN_PATHWAY,BIOCARTA_PTEN_PATHWAY,10,0.585662504,2.089912197,0.001572327,0.020256813,0.013585457,299,"tags=80%, list=23%, signal=62%",PTEN/ITGB1/BCAR1/SHC1/SOS1/MAPK1/EGFR/PIK3R1
HUANG_GATA2_TARGETS_UP,HUANG_GATA2_TARGETS_UP,10,0.589112699,2.102224075,0.001572327,0.020256813,0.013585457,184,"tags=70%, list=14%, signal=61%",CDKN1A/TGFBR1/GAB1/TAPT1/ATP6V0E1/FIS1/TGIF1
PID_NECTIN_PATHWAY,PID_NECTIN_PATHWAY,10,0.588490497,2.100003771,0.001572327,0.020256813,0.013585457,307,"tags=80%, list=24%, signal=62%",CTNNA1/CDH1/CRK/TLN1/ITGAV/PTK2/PIK3R1/CTNNB1
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,10,0.587555308,2.096666587,0.001572327,0.020256813,0.013585457,299,"tags=80%, list=23%, signal=62%",GAB1/ERBB2/SHC1/SOS1/EGFR/ERBB3/NRAS/PIK3R1
REACTOME_SIGNALLING_TO_ERKS,REACTOME_SIGNALLING_TO_ERKS,10,0.605088019,2.159231335,0.001572327,0.020256813,0.013585457,282,"tags=80%, list=22%, signal=63%",KIDINS220/BRAF/CRK/SHC1/MAPK14/SOS1/MAPK1/NRAS
WP_BDNFTRKB_SIGNALING,WP_BDNFTRKB_SIGNALING,10,0.610349525,2.178006799,0.001572327,0.020256813,0.013585457,282,"tags=80%, list=22%, signal=63%",GAB1/TSC1/TSC2/BRAF/SHC1/SOS1/MAPK1/NRAS
BLALOCK_ALZHEIMERS_DISEASE_UP,BLALOCK_ALZHEIMERS_DISEASE_UP,187,0.204472969,2.153391857,0.002107482,0.026926996,0.018058889,694,"tags=67%, list=53%, signal=36%",TP53/LDLR/MED13/CTNNA1/ATP6V0E1/SNAI2/ASCL1/UGCG/LARP7/TCF3/DLG5/PARD3/G6PD/SUPT20H/PXN/HMBS/LMNB1/SPTLC2/MTF1/HTRA2/PAK2/RCC1L/FDFT1/KDSR/KMT2A/SLC2A1/SHC1/PSMF1/TCF7L2/SLC35A2/CSK/PCM1/SOX2/ARIH2/SREBF1/MYCN/AK2/MED24/WWTR1/TGIF1/ZNF236/SLC25A1/SOX9/BCL6/FGFR1/RASA4/WRN/MAPK1/CARM1/CREBBP/CD2BP2/PI4KB/EGFR/BMPR1A/TIPARP/EDF1/CCDC22/DPH1/CBFB/PPP6R3/STK11/SLC33A1/ITGB5/GSK3B/IRS2/TNPO1/KLF5/CASC3/RANBP3/ITPK1/CDC25B/MGAT1/JMJD6/USP1/SMARCD1/RRAGC/NDE1/CHD1/SLC7A5/FLII/LUC7L2/BRD2/MRM3/PPM1D/COQ7/JUN/ZFP36L1/LMNA/ZFP36L2/PDSS1/KHSRP/DAZAP1/TFAP2A/PDSS2/KIF2C/BRPF1/GTSE1/CCND3/ARID1A/HDAC1/MRPL57/KDM2A/NAMPT/CXXC1/CDK13/DHODH/CSDE1/BIRC2/FZR1/FBXO11/SLC4A7/PBRM1/CRKL/CFLAR/POLR2M/PTPA/FDPS/DICER1/TCOF1/SINHCAF/PTBP1/RBM15/PUM1/SETD2/POLRMT
REACTOME_HEMOSTASIS,REACTOME_HEMOSTASIS,64,0.286239409,2.231207751,0.002352941,0.027396775,0.018373952,406,"tags=55%, list=31%, signal=40%",IRF2/ATP2B1/ITGA3/TP53/GNA13/ITGB1/GATA3/BCAR1/CRK/PTPN1/DOCK5/TLN1/MANF/SLC16A1/SHC1/MAPK14/CSK/SOS1/RAF1/MYB/CAP1/MAPK1/ITGAV/PTK2/LRP8/TUBB3/NRAS/PRKAR1A/PIK3R1/PIK3CB/ITPK1/RBSN/VCL/SLC7A5/VPS45
